"X_skew"	"X_kurt"	"X_rms"	"X_p2p"	"X_iq"	"X_cf"	"Y_skew"	"Y_kurt"	"Y_rms"	"Y_p2p"	"Y_iq"	"Y_cf"	"Z_skew"	"Z_kurt"	"Z_rms"	"Z_p2p"	"Z_iq"	"Z_cf"
0.0836145807121666	5.70014187041644	0.000294738744946073	0.001759	0.00022525	5.96799718449585	-0.14958850967483	3.12180938273598	0.000279708691975598	0.000807	0.00017925	2.88514452053711	-0.358751569835886	6.08171148355465	0.000675174216595687	0.005615	0.000674	8.31637207402784
0.0265051075519283	4.8112534692528	0.000308909569598002	0.001787	0.00024765	5.78486449068413	-0.107185699863572	2.83039080075114	0.000276541520470907	0.000843	0.00018825	3.04836683679363	-0.309463176336867	4.67844299292684	0.000828316578183395	0.006657	0.00093475	8.03678228268672
0.146359369401363	6.39029857523036	0.000310813736705992	0.002218	0.000232	7.13610673552073	-0.329720830729845	3.33747148962422	0.000278586391718081	0.000847	0.000173	3.04034951160548	-0.296331236164031	8.07709701208054	0.000764919234123904	0.008458	0.00065855	11.0573765473257
-0.0673899821940045	5.33751595133806	0.000298839388501118	0.001994	0.00021425	6.67248052541287	-0.177982084215844	3.22587015697301	0.000283132113556836	0.000924	0.00018225	3.26349416317452	-0.354030714271497	7.21645271308409	0.000767706926456509	0.007529	0.00067515	9.80712787723756
-0.0899300054504791	6.41412676090822	0.000326032167097606	0.002187	0.00025635	6.7079270719483	-0.133870459260367	2.70508137429647	0.000285629583846982	0.000812	0.0001985	2.84284277932151	-0.284306159964443	6.31446766897895	0.000806881526594305	0.007659	0.000789	9.49209982824517
0.308988866597945	6.30724027251527	0.000315426540722025	0.002327	0.0002362	7.37731198735972	-0.286866617705567	2.98063541210302	0.000273461573822912	0.000714	0.0001645	2.61097012650988	-0.363008224070132	7.00367776922526	0.000791704156936099	0.008481	0.0008365	10.7123348105453
-0.0814450266047933	10.9521355968884	0.000302454843745145	0.002789	0.00018725	9.2212112243442	-0.123906823176214	3.21115115094139	0.00028300142007658	0.000888	0.00018175	3.1377934420248	-0.37643289865773	11.748070920159	0.000723584826199497	0.008687	0.00063075	12.0055032740625
0.198891436685221	11.4421469193617	0.000344495285980695	0.003427	0.00022575	9.9478864862959	-0.155582763959485	2.88408662105549	0.000283766883004837	0.00094	0.0002045	3.3125782333944	-0.695665472349604	11.5106923338059	0.000938160337683614	0.011098	0.00076875	11.8295344134903
-0.152895113353754	11.5661902110101	0.000293714971440856	0.002655	0.00017925	9.03937578318041	0.0321843212550875	2.98746156252311	0.000277701600089196	0.000927	0.00018525	3.33811544370739	-0.261832271888091	12.7022527136216	0.000708475610067769	0.008956	0.00059555	12.6412255732322
0.22958526589927	7.67224415431238	0.000290722710321401	0.001927	0.000176	6.62830914677996	0.00913306634933222	2.74189860669176	0.000277847419159869	0.000807	0.00019	2.90447182284484	-0.442571021604127	5.78740723143622	0.000636224033048521	0.005515	0.00059295	8.66833020056538
-0.0798312332751017	12.8386079700615	0.000321627158481965	0.0031	0.0001735	9.63848953126833	-0.158855621960982	3.13716423232857	0.000279072169092264	0.000926	0.000177	3.31813811105563	-0.442312219895205	13.2194114980697	0.000792298476481433	0.010037	0.00057935	12.668205604249
0.289497431713326	6.49696525131387	0.000304029117145649	0.00199	0.00022025	6.54542571015217	-0.24876811972027	3.23027124539879	0.000277008241531006	0.000819	0.0001595	2.95659073345054	-0.164507854705253	4.9488352546847	0.00064301445116028	0.005646	0.00064435	8.78051805805008
0.17883148731644	10.4660745511322	0.000325235963371613	0.002757	0.00021725	8.47692232869668	0.0775769628671464	2.39734056895804	0.000280016597484115	0.000731	0.000211	2.61055954028392	-0.635562443981028	10.3388705013068	0.000851538078663368	0.009096	0.00074525	10.6818476212804
0.149566330545904	7.57317458113783	0.000318017612322183	0.002394	0.00020975	7.5278849574364	-0.136269501558149	2.90971636157503	0.000268045421168208	0.000799	0.00016825	2.98083808526839	-0.255454339097349	6.51192374737237	0.000725252628927676	0.007118	0.00069225	9.81451113183049
-0.0381887187580798	4.15003536476201	0.000278500599999463	0.001331	0.00019925	4.77916385100271	-0.24196026781961	2.98163613738133	0.000277364733731958	0.000809	0.000178	2.91673706716373	-0.0553285060826257	4.88723192655141	0.000617498165029216	0.004826	0.0006416	7.81540783974907
0.151054646746293	13.6407769338294	0.000318337121369439	0.002878	0.00018525	9.04073011535466	-0.237689870966265	3.04598022739802	0.000282416871846035	0.000833	0.000188	2.9495404950669	-0.310249349831197	9.59807560449014	0.00069459724881938	0.007671	0.0005975	11.0438099388366
0.0602650502814114	5.0480634823746	0.000326188970781052	0.002049	0.00025325	6.28163482993835	-0.167299876918644	2.94725678702295	0.000279959982557865	0.000816	0.0001775	2.91470228189252	-0.259859448084916	5.61524528546177	0.000779025140240978	0.006592	0.00077075	8.46185785218803
0.0448648215735464	7.16205971958713	0.000315901470989142	0.002292	0.000214	7.25542680388081	-0.0332182705055852	3.02663700217347	0.000270773744869217	0.000721	0.0001515	2.66273969933178	-0.108209269789362	5.47313689469447	0.000700789342481431	0.005411	0.0006865	7.72129322178352
0.179128797233451	6.58150503656505	0.000281576241982879	0.001771	0.000179	6.28959314013319	-0.407932714617147	3.21322366078373	0.000281662751043158	0.00081	0.000181	2.87577962297147	-0.112721380199815	4.88556422931318	0.0006052651351485	0.004894	0.000653225	8.0857127162946
0.086966526056661	10.8162295380082	0.000326990514898188	0.002838	0.0001795	8.67915083372875	-0.103725883293326	2.7554537893224	0.000279156128769368	0.000709	0.00017725	2.53979736402549	-0.259534082294992	7.38969995467219	0.000709335036291278	0.007032	0.0006426	9.91351003436465
-0.0462353202762093	6.06830014016281	0.000297035754408792	0.001929	0.00022225	6.49416769317689	-0.132861050246883	3.09819287992346	0.000277814250675879	0.000876	0.0001875	3.15318597900874	-0.364345460959904	4.35464556927009	0.000682585944608393	0.00486	0.000716	7.11998252877626
0.115403430867073	6.94548204343579	0.000294521798317174	0.002182	0.00020025	7.40861970987349	-0.199769188179274	3.03864069970463	0.000279052743450947	0.000846	0.00017225	3.03168494076717	-0.27994284616127	4.56306479182525	0.000592798905891281	0.004646	0.0006247	7.83739638151774
-0.0770414954997875	5.74073458952445	0.000298575164315957	0.001861	0.00022825	6.23293636717439	-0.273474323738545	3.12784387518542	0.000282642829870812	0.000935	0.00018425	3.30806198206889	-0.0906839162260765	3.69991413362838	0.00061124745421298	0.004226	0.00069525	6.91373022639619
0.0176703515559191	6.11439524245705	0.000316386239549894	0.002159	0.00022025	6.82393773847906	-0.0376503365833264	3.01014744104961	0.000282184482377364	0.000793	0.000178	2.81021831292454	-0.210071195728127	4.76581545138715	0.000677696923903492	0.005515	0.0006815	8.13785603191754
-0.114620213436833	7.62360004607017	0.00028889089757208	0.002046	0.00020425	7.08225844841481	-0.30204198821051	3.35021594309183	0.000277078271410986	0.000857	0.0001695	3.09298883537795	-0.0781128528180892	4.44616662301865	0.000556082338318239	0.004209	0.00058805	7.56902298449054
0.190328460673279	6.30604176809083	0.000295387691928729	0.00203	0.00018825	6.87232425543917	-0.192290707718128	2.81151824428426	0.000282523601351747	0.000818	0.000194	2.89533333175084	-0.114147726254871	3.93104885865662	0.000640569571093574	0.0042	0.00067925	6.55666486441091
-0.016325637690986	4.71791017953691	0.000283856457366754	0.001563	0.0002195	5.50630418803733	-0.168289691803699	3.13453351477524	0.000275267618484994	0.000907	0.000175	3.29497528620296	-0.0175692698926927	3.59319113511371	0.000558105962861294	0.003677	0.000622175	6.58835462203052
0.17469669054117	5.46230599333068	0.000280639780375596	0.001624	0.0001975	5.78677761872001	-0.183405258448326	2.96778848884164	0.000281044543685091	0.000843	0.0001875	2.99952452001551	-0.205049414237106	5.66090201574099	0.00060438066240789	0.005575	0.000624	9.22431895452918
-0.222694052285819	7.47342276570902	0.000306179739570403	0.002241	0.00020875	7.31923021145787	-0.185361133189471	3.12070191565375	0.000283066442489853	0.000849	0.00017925	2.99929582797662	-0.392388716541388	5.28588909498637	0.000673597496282841	0.004959	0.000729	7.36196323081007
0.220002652831402	6.96633414482467	0.000296949782921323	0.00216	0.0002065	7.27395716120894	-0.244311164466024	3.18976725342497	0.000279699277263457	0.000825	0.000169	2.94959646686148	-0.0136059598580587	3.75887652220265	0.000673065564175836	0.004483	0.0007355	6.66056954717242
-0.0128738441784659	6.4874903099057	0.000279047130113789	0.001851	0.00019825	6.63328807304058	-0.316668271957368	3.40513590422264	0.000281023837067536	0.000862	0.00016725	3.06735545637306	-0.119547732175815	4.67944071627056	0.000570876229006976	0.004169	0.0006047	7.30280888950634
0.13128802038024	6.34172177916121	0.000285966754406524	0.001772	0.00019225	6.19652450047031	-0.110510758643733	3.03191978266618	0.000295721909133902	0.000923	0.00020225	3.1211755757402	-0.0103908223209843	4.87912040090191	0.000623431747687969	0.005148	0.00067175	8.25751979922684
0.0862106384688428	8.28319919030556	0.000300741962896602	0.002214	0.00018225	7.36179274310714	-0.159087517632294	3.06336578707019	0.000289163561003457	0.000867	0.00019125	2.99830309528397	-0.238217399743042	8.16184320502741	0.000695519079168716	0.007239	0.000595225	10.4080538073119
0.191182463448467	5.49401082251904	0.000291388528105797	0.001681	0.000218	5.76892992640281	-0.163349874941175	2.67835438557299	0.000284734548533122	0.000746	0.000185	2.6199841355508	-0.291237425012235	5.73042897597089	0.000671406880154314	0.006371	0.00070075	9.48902995831039
0.0441614059083263	7.39249190840513	0.000299572162107903	0.002422	0.0001945	8.08486336967323	-0.190763363455352	2.88060605321049	0.000285552897621614	0.000724	0.000187	2.53543215996138	-0.374465815417929	8.6594010510646	0.000746385109311607	0.008439	0.00073725	11.3064956611786
0.224020080526383	6.483877028126	0.000306809625302991	0.001892	0.00021175	6.16669049457476	-0.138209194678235	3.13205973506977	0.000291964005090287	0.000924	0.00020725	3.16477368405144	-0.304539840769626	8.20197484765487	0.000697844238027871	0.007276	0.0006635	10.4263954669343
0.0907446558102908	11.0767545509584	0.000299849285162398	0.002791	0.000163	9.30800951714258	-0.15279360436014	2.71017212703015	0.000287073847106909	0.000766	0.000198	2.66830297402443	-0.383564004701999	13.872096891417	0.000772151657380709	0.009854	0.00065645	12.7617416938878
0.172128490375656	5.28134458674568	0.000295046586906204	0.001753	0.000209	5.94143459980876	0.0333527019301203	2.85482589184181	0.000287065178183391	0.000866	0.00020225	3.01673649684797	-0.2869940709692	4.47800337203841	0.000665329280061535	0.004857	0.00067475	7.3001446735529
0.437998283694422	11.1762349059052	0.000323973898790291	0.003231	0.00022425	9.97302564207936	-0.184834074735845	3.25306360006815	0.000279001875148717	0.000903	0.00017325	3.23653738713646	-0.54068425017506	12.3595633395103	0.000818577468580254	0.010796	0.00071425	13.1887333995702
-0.195581209161108	14.5443620431951	0.000336754832804668	0.003874	0.00022575	11.5039180514065	-0.199359123824808	2.8600862383999	0.00028952308174991	0.000902	0.00020575	3.115468357646	-0.406085098898648	14.4891063869529	0.000865768881824968	0.011703	0.00068775	13.5174643553035
0.254848941790694	8.93664836036034	0.000336369663607381	0.0029	0.00023225	8.62146713499392	-0.116911652317192	2.49987553053968	0.000283248800571972	0.000688	0.000187	2.42895997656725	-0.261871557798274	8.5831518761552	0.000859805531924981	0.009197	0.000799	10.6966048234294
0.0543292149425107	8.21283404529478	0.000340326933794114	0.002849	0.00023205	8.37136211418268	-0.0222574233460888	2.95181608798873	0.000279421614747321	0.000786	0.000176	2.81295346714955	-0.27585865509323	8.76045210108077	0.000787623023288139	0.008941	0.000779	11.3518774028131
0.217944707106998	8.49264051598717	0.000327301502178496	0.002891	0.00023575	8.83283449894885	-0.193501309598769	2.9121530097616	0.000287799840434358	0.000852	0.00019725	2.96039080047484	-0.343211793638929	7.43873190176902	0.000865218326903074	0.009027	0.00090725	10.4332047985054
-0.209401638451998	12.7960181865667	0.00034952558650082	0.003616	0.00023905	10.3454514909784	-0.242848751168577	3.29739182074212	0.000281796629865726	0.000871	0.000166	3.09088153543577	-0.342553506282975	10.0325878712926	0.000780468514780136	0.008901	0.000698	11.4046881218616
0.261545506634114	6.29505043633605	0.000326140262755613	0.002099	0.0002415	6.43588124405495	-0.0639280607922534	2.95873753923088	0.000280255178347416	0.000926	0.000183	3.30413163267974	-0.229566119887628	7.594104429242	0.000764411198621302	0.008004	0.000741	10.4708042143235
0.0942409131241707	6.85582631374206	0.000317561532036802	0.002189	0.000206	6.8931522844093	0.0200331233123075	2.75671355587226	0.000276925264832339	0.000816	0.00018725	2.94664338587538	-0.207267352198072	5.86394052482492	0.000723917991047519	0.006868	0.000748	9.48726248682107
0.0923907540485227	6.21106132440714	0.000303206813685252	0.001949	0.000214	6.42795581112233	-0.404770553024097	3.19746494909642	0.000279729460899352	0.000759	0.00016525	2.71333594094722	-0.221011525495116	6.18185721695902	0.000692641578772681	0.006956	0.0007335	10.0427121518255
0.102755057612838	12.5787693579436	0.000361566443344293	0.003631	0.00022925	10.0424142418064	-0.18489545100409	3.16328712277669	0.000284073675596705	0.000836	0.00017025	2.94289852181466	-0.378891483332747	8.21966201612316	0.000855075558759049	0.008863	0.00081075	10.365165872432
